"","datetimeAK","temp.water.MDS","DO.obs.MDS","temp.water.MUS","DO.obs.MUS"
"6147",2022-07-30 17:30:00,7.162,11.449,7.156,11.625
"6148",2022-07-30 17:45:00,7.19,11.413,7.214,11.572
"6149",2022-07-30 18:00:00,7.248,11.347,7.261,11.53
"6150",2022-07-30 18:15:00,7.324,11.3,7.319,11.465
"6151",2022-07-30 18:30:00,7.382,11.275,7.395,11.43
"6152",2022-07-30 18:45:00,7.458,11.252,7.462,11.403
"6153",2022-07-30 19:00:00,7.506,11.251,7.519,11.403
"6154",2022-07-30 19:15:00,7.544,11.222,7.538,11.405
"6155",2022-07-30 19:30:00,7.601,11.184,7.605,11.367
"6156",2022-07-30 19:45:00,7.62,11.161,7.634,11.34
"6157",2022-07-30 20:00:00,7.649,11.143,7.662,11.308
"6158",2022-07-30 20:15:00,7.706,11.098,7.681,11.277
"6159",2022-07-30 20:30:00,7.734,11.065,7.719,11.267
"6160",2022-07-30 20:45:00,7.772,11.052,7.767,11.234
"6161",2022-07-30 21:00:00,7.8,11.032,7.805,11.211
"6162",2022-07-30 21:15:00,7.857,11.016,7.862,11.192
"6163",2022-07-30 21:30:00,7.886,11.012,7.881,11.18
"6164",2022-07-30 21:45:00,7.905,10.993,7.918,11.178
"6165",2022-07-30 22:00:00,7.933,10.987,7.956,11.147
"6166",2022-07-30 22:15:00,7.99,10.944,7.975,11.137
"6167",2022-07-30 22:30:00,8.018,10.927,8.013,11.114
"6168",2022-07-30 22:45:00,8.018,10.918,8.022,11.123
"6169",2022-07-30 23:00:00,8.009,10.94,8.032,11.119
"6170",2022-07-30 23:15:00,8.027,10.92,8.032,11.11
"6171",2022-07-30 23:30:00,8.027,10.909,8.032,11.085
"6172",2022-07-30 23:45:00,8.018,10.903,8.032,11.101
"6173",2022-07-31 00:00:00,8.027,10.906,8.032,11.105
"6174",2022-07-31 00:15:00,8.027,10.895,8.004,11.121
"6175",2022-07-31 00:30:00,8.009,10.905,7.975,11.146
"6176",2022-07-31 00:45:00,7.971,10.931,7.966,11.152
"6177",2022-07-31 01:00:00,7.961,10.928,7.947,11.155
"6178",2022-07-31 01:15:00,7.924,10.941,7.928,11.15
"6179",2022-07-31 01:30:00,7.905,10.959,7.899,11.166
"6180",2022-07-31 01:45:00,7.876,10.97,7.899,11.143
"6181",2022-07-31 02:00:00,7.876,10.964,7.843,11.163
"6182",2022-07-31 02:15:00,7.838,10.981,7.833,11.184
"6183",2022-07-31 02:30:00,7.829,10.976,7.805,11.184
"6184",2022-07-31 02:45:00,7.781,11.004,7.795,11.201
"6185",2022-07-31 03:00:00,7.753,11.013,7.757,11.215
"6186",2022-07-31 03:15:00,7.753,11.004,7.71,11.233
"6187",2022-07-31 03:30:00,7.715,11.02,7.7,11.221
"6188",2022-07-31 03:45:00,7.668,11.039,7.653,11.247
"6189",2022-07-31 04:00:00,7.639,11.045,7.634,11.245
"6190",2022-07-31 04:15:00,7.601,11.061,7.586,11.26
"6191",2022-07-31 04:30:00,7.572,11.059,7.558,11.267
"6192",2022-07-31 04:45:00,7.563,11.065,7.51,11.276
"6193",2022-07-31 05:00:00,7.525,11.074,7.51,11.278
"6194",2022-07-31 05:15:00,7.487,11.095,7.491,11.279
"6195",2022-07-31 05:30:00,7.468,11.089,7.453,11.288
"6196",2022-07-31 05:45:00,7.429,11.075,7.424,11.296
"6197",2022-07-31 06:00:00,7.382,11.138,7.386,11.307
"6198",2022-07-31 06:15:00,7.353,11.149,7.338,11.329
"6199",2022-07-31 06:30:00,7.334,11.158,7.309,11.341
"6200",2022-07-31 06:45:00,7.334,11.151,7.309,11.332
"6201",2022-07-31 07:00:00,7.296,11.154,7.261,11.374
"6202",2022-07-31 07:15:00,7.248,11.192,7.233,11.373
"6203",2022-07-31 07:30:00,7.238,11.188,7.214,11.385
"6204",2022-07-31 07:45:00,7.2,11.228,7.185,11.409
"6205",2022-07-31 08:00:00,7.181,11.234,7.166,11.404
"6206",2022-07-31 08:15:00,7.171,11.224,7.127,11.424
"6207",2022-07-31 08:30:00,7.114,11.258,7.118,11.423
"6208",2022-07-31 08:45:00,7.095,11.265,7.079,11.436
"6209",2022-07-31 09:00:00,7.123,11.253,7.079,11.448
"6210",2022-07-31 09:15:00,7.095,11.262,7.05,11.464
"6211",2022-07-31 09:30:00,7.066,11.283,7.031,11.469
"6212",2022-07-31 09:45:00,7.056,11.291,7.041,11.468
"6213",2022-07-31 10:00:00,7.008,11.319,7.012,11.49
"6214",2022-07-31 10:15:00,7.008,11.338,6.983,11.509
"6215",2022-07-31 10:30:00,6.989,11.353,6.964,11.528
"6216",2022-07-31 10:45:00,6.989,11.362,6.945,11.536
"6217",2022-07-31 11:00:00,6.989,11.371,6.954,11.537
"6218",2022-07-31 11:15:00,6.97,11.377,6.925,11.557
"6219",2022-07-31 11:30:00,6.95,11.42,6.925,11.563
"6220",2022-07-31 11:45:00,6.95,11.424,6.906,11.603
"6221",2022-07-31 12:00:00,6.931,11.476,6.896,11.644
"6222",2022-07-31 12:15:00,6.931,11.496,6.906,11.667
"6223",2022-07-31 12:30:00,6.931,11.516,6.906,11.69
"6224",2022-07-31 12:45:00,6.921,11.53,6.887,11.704
"6225",2022-07-31 13:00:00,6.96,11.512,6.877,11.713
"6226",2022-07-31 13:15:00,6.921,11.514,6.906,11.665
"6227",2022-07-31 13:30:00,6.912,11.519,6.867,11.683
"6228",2022-07-31 13:45:00,6.912,11.524,6.877,11.673
"6229",2022-07-31 14:00:00,6.931,11.53,6.867,11.706
"6230",2022-07-31 14:15:00,6.931,11.541,6.867,11.724
"6231",2022-07-31 14:30:00,6.921,11.582,6.887,11.741
"6232",2022-07-31 14:45:00,6.95,11.572,6.896,11.758
"6233",2022-07-31 15:00:00,6.97,11.585,6.916,11.756
"6234",2022-07-31 15:15:00,6.989,11.61,6.925,11.76
"6235",2022-07-31 15:30:00,7.008,11.622,6.983,11.75
"6236",2022-07-31 15:45:00,7.037,11.617,6.973,11.774
"6237",2022-07-31 16:00:00,7.066,11.594,7.022,11.757
"6238",2022-07-31 16:15:00,7.066,11.608,7.012,11.763
"6239",2022-07-31 16:30:00,7.095,11.582,7.041,11.757
"6240",2022-07-31 16:45:00,7.114,11.584,7.07,11.731
"6241",2022-07-31 17:00:00,7.095,11.575,7.06,11.74
"6242",2022-07-31 17:15:00,7.142,11.554,7.089,11.719
"6243",2022-07-31 17:30:00,7.152,11.512,7.098,11.701
"6244",2022-07-31 17:45:00,7.142,11.481,7.137,11.668
"6245",2022-07-31 18:00:00,7.171,11.463,7.118,11.661
"6246",2022-07-31 18:15:00,7.19,11.468,7.146,11.63
"6247",2022-07-31 18:30:00,7.19,11.454,7.175,11.625
"6248",2022-07-31 18:45:00,7.257,11.434,7.204,11.61
"6249",2022-07-31 19:00:00,7.248,11.4,7.233,11.598
"6250",2022-07-31 19:15:00,7.257,11.356,7.242,11.577
"6251",2022-07-31 19:30:00,7.277,11.328,7.252,11.546
"6252",2022-07-31 19:45:00,7.277,11.298,7.271,11.522
"6253",2022-07-31 20:00:00,7.286,11.254,7.271,11.481
"6254",2022-07-31 20:15:00,7.286,11.253,7.261,11.469
"6255",2022-07-31 20:30:00,7.277,11.261,7.309,11.443
"6256",2022-07-31 20:45:00,7.315,11.249,7.309,11.433
"6257",2022-07-31 21:00:00,7.296,11.227,7.338,11.442
"6258",2022-07-31 21:15:00,7.324,11.239,7.338,11.419
"6259",2022-07-31 21:30:00,7.344,11.213,7.348,11.431
"6260",2022-07-31 21:45:00,7.324,11.211,7.338,11.413
"6261",2022-07-31 22:00:00,7.363,11.188,7.338,11.401
"6262",2022-07-31 22:15:00,7.391,11.155,7.376,11.377
"6263",2022-07-31 22:30:00,7.372,11.156,7.376,11.38
"6264",2022-07-31 22:45:00,7.401,11.133,7.386,11.369
"6265",2022-07-31 23:00:00,7.401,11.133,7.395,11.366
"6266",2022-07-31 23:15:00,7.391,11.139,7.376,11.351
"6267",2022-07-31 23:30:00,7.382,11.143,7.386,11.358
"6268",2022-07-31 23:45:00,7.391,11.138,7.386,11.372
"6269",2022-08-01 00:00:00,7.391,11.132,7.386,11.363
"6270",2022-08-01 00:15:00,7.41,11.131,7.367,11.358
"6271",2022-08-01 00:30:00,7.391,11.13,7.367,11.352
"6272",2022-08-01 00:45:00,7.363,11.136,7.367,11.354
"6273",2022-08-01 01:00:00,7.363,11.133,7.338,11.371
"6274",2022-08-01 01:15:00,7.334,11.142,7.328,11.361
"6275",2022-08-01 01:30:00,7.315,11.161,7.319,11.366
"6276",2022-08-01 01:45:00,7.277,11.155,7.271,11.386
"6277",2022-08-01 02:00:00,7.257,11.174,7.252,11.373
"6278",2022-08-01 02:15:00,7.21,11.183,7.175,11.417
"6279",2022-08-01 02:30:00,7.142,11.201,7.127,11.416
"6280",2022-08-01 02:45:00,7.095,11.21,7.098,11.436
"6281",2022-08-01 03:00:00,7.085,11.216,7.07,11.436
"6282",2022-08-01 03:15:00,6.998,11.245,7.031,11.45
"6283",2022-08-01 03:30:00,7.008,11.245,6.964,11.478
"6284",2022-08-01 03:45:00,6.95,11.26,6.954,11.464
"6285",2022-08-01 04:00:00,6.902,11.26,6.887,11.473
"6286",2022-08-01 04:15:00,6.844,11.279,6.829,11.485
"6287",2022-08-01 04:30:00,6.815,11.256,6.819,11.481
"6288",2022-08-01 04:45:00,6.767,11.298,6.732,11.51
"6289",2022-08-01 05:00:00,6.68,11.338,6.713,11.515
"6290",2022-08-01 05:15:00,6.671,11.328,6.635,11.553
"6291",2022-08-01 05:30:00,6.651,11.339,6.626,11.545
"6292",2022-08-01 05:45:00,6.603,11.369,6.597,11.559
"6293",2022-08-01 06:00:00,6.603,11.379,6.568,11.573
"6294",2022-08-01 06:15:00,6.593,11.395,6.558,11.582
"6295",2022-08-01 06:30:00,6.574,11.407,6.548,11.605
"6296",2022-08-01 06:45:00,6.574,11.431,6.548,11.612
"6297",2022-08-01 07:00:00,6.535,11.434,6.529,11.625
"6298",2022-08-01 07:15:00,6.545,11.463,6.519,11.648
"6299",2022-08-01 07:30:00,6.545,11.467,6.5,11.658
"6300",2022-08-01 07:45:00,6.516,11.469,6.48,11.662
"6301",2022-08-01 08:00:00,6.506,11.494,6.461,11.679
"6302",2022-08-01 08:15:00,6.477,11.495,6.441,11.699
"6303",2022-08-01 08:30:00,6.457,11.53,6.432,11.699
"6304",2022-08-01 08:45:00,6.438,11.545,6.393,11.727
"6305",2022-08-01 09:00:00,6.428,11.564,6.393,11.738
"6306",2022-08-01 09:15:00,6.409,11.577,6.383,11.747
"6307",2022-08-01 09:30:00,6.409,11.573,6.373,11.758
"6308",2022-08-01 09:45:00,6.389,11.59,6.393,11.761
"6309",2022-08-01 10:00:00,6.389,11.615,6.354,11.776
"6310",2022-08-01 10:15:00,6.38,11.623,6.354,11.784
"6311",2022-08-01 10:30:00,6.38,11.65,6.354,11.796
"6312",2022-08-01 10:45:00,6.389,11.649,6.334,11.812
"6313",2022-08-01 11:00:00,6.399,11.644,6.364,11.824
"6314",2022-08-01 11:15:00,6.399,11.674,6.364,11.821
"6315",2022-08-01 11:30:00,6.409,11.669,6.373,11.822
"6316",2022-08-01 11:45:00,6.418,11.663,6.373,11.823
"6317",2022-08-01 12:00:00,6.448,11.662,6.393,11.826
"6318",2022-08-01 12:15:00,6.457,11.648,6.412,11.816
"6319",2022-08-01 12:30:00,6.467,11.667,6.422,11.833
"6320",2022-08-01 12:45:00,6.506,11.674,6.451,11.83
"6321",2022-08-01 13:00:00,6.525,11.664,6.48,11.825
"6322",2022-08-01 13:15:00,6.554,11.678,6.519,11.821
"6323",2022-08-01 13:30:00,6.583,11.678,6.548,11.817
"6324",2022-08-01 13:45:00,6.661,11.63,6.616,11.799
"6325",2022-08-01 14:00:00,6.68,11.639,6.635,11.799
"6326",2022-08-01 14:15:00,6.729,11.604,6.664,11.79
"6327",2022-08-01 14:30:00,6.748,11.607,6.723,11.751
"6328",2022-08-01 14:45:00,6.796,11.596,6.771,11.735
"6329",2022-08-01 15:00:00,6.854,11.582,6.79,11.744
"6330",2022-08-01 15:15:00,6.912,11.56,6.867,11.721
"6331",2022-08-01 15:30:00,6.97,11.568,6.916,11.724
"6332",2022-08-01 15:45:00,7.008,11.552,6.983,11.696
"6333",2022-08-01 16:00:00,7.075,11.514,7.041,11.67
"6334",2022-08-01 16:15:00,7.104,11.5,7.089,11.654
"6335",2022-08-01 16:30:00,7.162,11.484,7.137,11.627
"6336",2022-08-01 16:45:00,7.21,11.439,7.175,11.595
"6337",2022-08-01 17:00:00,7.229,11.404,7.204,11.577
"6338",2022-08-01 17:15:00,7.238,11.356,7.261,11.516
"6339",2022-08-01 17:30:00,7.305,11.334,7.29,11.489
"6340",2022-08-01 17:45:00,7.363,11.311,7.348,11.47
"6341",2022-08-01 18:00:00,7.353,11.297,7.348,11.457
"6342",2022-08-01 18:15:00,7.391,11.265,7.386,11.43
"6343",2022-08-01 18:30:00,7.429,11.233,7.424,11.422
"6344",2022-08-01 18:45:00,7.468,11.212,7.462,11.384
"6345",2022-08-01 19:00:00,7.506,11.182,7.5,11.362
"6346",2022-08-01 19:15:00,7.544,11.171,7.529,11.352
"6347",2022-08-01 19:30:00,7.563,11.162,7.567,11.334
"6348",2022-08-01 19:45:00,7.591,11.124,7.596,11.307
"6349",2022-08-01 20:00:00,7.63,11.101,7.643,11.276
"6350",2022-08-01 20:15:00,7.658,11.069,7.643,11.262
"6351",2022-08-01 20:30:00,7.687,11.036,7.7,11.249
"6352",2022-08-01 20:45:00,7.706,11.032,7.729,11.201
"6353",2022-08-01 21:00:00,7.762,10.996,7.738,11.191
"6354",2022-08-01 21:15:00,7.772,10.982,7.795,11.172
"6355",2022-08-01 21:30:00,7.781,10.977,7.814,11.153
"6356",2022-08-01 21:45:00,7.81,10.966,7.814,11.171
"6357",2022-08-01 22:00:00,7.886,10.926,7.881,11.117
"6358",2022-08-01 22:15:00,7.876,10.924,7.909,11.099
"6359",2022-08-01 22:30:00,7.924,10.89,7.918,11.093
"6360",2022-08-01 22:45:00,7.942,10.9,7.937,11.088
"6361",2022-08-01 23:00:00,7.942,10.891,7.956,11.077
"6362",2022-08-01 23:15:00,7.971,10.864,7.937,11.086
"6363",2022-08-01 23:30:00,7.942,10.879,7.956,11.072
"6364",2022-08-01 23:45:00,7.933,10.877,7.937,11.085
"6365",2022-08-02 00:00:00,7.905,10.891,7.937,11.074
"6366",2022-08-02 00:15:00,7.905,10.887,7.899,11.112
"6367",2022-08-02 00:30:00,7.895,10.892,7.899,11.098
"6368",2022-08-02 00:45:00,7.886,10.892,7.843,11.127
"6369",2022-08-02 01:00:00,7.838,10.917,7.824,11.163
"6370",2022-08-02 01:15:00,7.819,10.927,7.805,11.198
"6371",2022-08-02 01:30:00,7.791,10.929,7.814,11.202
"6372",2022-08-02 01:45:00,7.762,10.941,7.767,11.228
"6373",2022-08-02 02:00:00,7.743,10.937,7.729,11.237
"6374",2022-08-02 02:15:00,7.687,10.957,7.691,11.236
"6375",2022-08-02 02:30:00,7.668,10.981,7.672,11.239
"6376",2022-08-02 02:45:00,7.639,10.96,7.634,11.256
"6377",2022-08-02 03:00:00,7.61,10.97,7.586,11.268
"6378",2022-08-02 03:15:00,7.553,10.995,7.577,11.273
"6379",2022-08-02 03:30:00,7.544,11.006,7.548,11.265
"6380",2022-08-02 03:45:00,7.487,11.027,7.491,11.289
"6381",2022-08-02 04:00:00,7.487,11.022,7.453,11.311
"6382",2022-08-02 04:15:00,7.41,11.056,7.424,11.331
"6383",2022-08-02 04:30:00,7.391,11.061,7.395,11.338
"6384",2022-08-02 04:45:00,7.41,11.042,7.357,11.345
"6385",2022-08-02 05:00:00,7.334,11.089,7.319,11.362
"6386",2022-08-02 05:15:00,7.334,11.074,7.309,11.355
"6387",2022-08-02 05:30:00,7.286,11.1,7.271,11.359
"6388",2022-08-02 05:45:00,7.257,11.104,7.252,11.366
"6389",2022-08-02 06:00:00,7.267,11.109,7.223,11.394
"6390",2022-08-02 06:15:00,7.229,11.122,7.204,11.392
"6391",2022-08-02 06:30:00,7.19,11.14,7.185,11.397
"6392",2022-08-02 06:45:00,7.181,11.148,7.175,11.405
"6393",2022-08-02 07:00:00,7.152,11.154,7.137,11.413
"6394",2022-08-02 07:15:00,7.133,11.161,7.118,11.43
"6395",2022-08-02 07:30:00,7.133,11.16,7.118,11.42
"6396",2022-08-02 07:45:00,7.095,11.168,7.098,11.421
"6397",2022-08-02 08:00:00,7.095,11.169,7.041,11.432
"6398",2022-08-02 08:15:00,7.056,11.179,7.031,11.442
"6399",2022-08-02 08:30:00,7.047,11.188,7.022,11.451
"6400",2022-08-02 08:45:00,7.027,11.205,7.002,11.451
"6401",2022-08-02 09:00:00,7.018,11.231,6.993,11.482
"6402",2022-08-02 09:15:00,6.979,11.265,6.973,11.501
"6403",2022-08-02 09:30:00,6.998,11.269,6.964,11.504
"6404",2022-08-02 09:45:00,6.95,11.268,6.945,11.516
"6405",2022-08-02 10:00:00,6.96,11.266,6.935,11.519
"6406",2022-08-02 10:15:00,6.96,11.277,6.896,11.543
"6407",2022-08-02 10:30:00,6.912,11.312,6.887,11.543
"6408",2022-08-02 10:45:00,6.883,11.342,6.877,11.554
"6409",2022-08-02 11:00:00,6.902,11.356,6.848,11.592
"6410",2022-08-02 11:15:00,6.873,11.357,6.858,11.585
"6411",2022-08-02 11:30:00,6.864,11.378,6.838,11.604
"6412",2022-08-02 11:45:00,6.883,11.41,6.838,11.607
"6413",2022-08-02 12:00:00,6.893,11.459,6.829,11.632
"6414",2022-08-02 12:15:00,6.864,11.492,6.819,11.682
"6415",2022-08-02 12:30:00,6.912,11.511,6.848,11.683
"6416",2022-08-02 12:45:00,6.902,11.529,6.877,11.701
"6417",2022-08-02 13:00:00,6.931,11.529,6.896,11.707
"6418",2022-08-02 13:15:00,6.921,11.553,6.877,11.714
"6419",2022-08-02 13:30:00,6.95,11.544,6.896,11.712
"6420",2022-08-02 13:45:00,6.97,11.567,6.916,11.728
"6421",2022-08-02 14:00:00,7.027,11.562,6.945,11.722
"6422",2022-08-02 14:15:00,7.056,11.577,6.983,11.739
"6423",2022-08-02 14:30:00,7.114,11.591,7.041,11.723
"6424",2022-08-02 14:45:00,7.123,11.558,7.089,11.75
"6425",2022-08-02 15:00:00,7.152,11.475,7.127,11.706
"6426",2022-08-02 15:15:00,7.152,11.441,7.118,11.68
"6427",2022-08-02 15:30:00,7.133,11.41,7.098,11.648
"6428",2022-08-02 15:45:00,7.123,11.398,7.079,11.611
"6429",2022-08-02 16:00:00,7.133,11.393,7.079,11.589
"6430",2022-08-02 16:15:00,7.123,11.414,7.07,11.61
"6431",2022-08-02 16:30:00,7.133,11.432,7.098,11.615
"6432",2022-08-02 16:45:00,7.133,11.424,7.118,11.614
"6433",2022-08-02 17:00:00,7.181,11.42,7.127,11.624
"6434",2022-08-02 17:15:00,7.229,11.414,7.185,11.603
"6435",2022-08-02 17:30:00,7.238,11.405,7.194,11.613
"6436",2022-08-02 17:45:00,7.248,11.367,7.252,11.577
"6437",2022-08-02 18:00:00,7.277,11.363,7.261,11.57
"6438",2022-08-02 18:15:00,7.305,11.339,7.3,11.542
"6439",2022-08-02 18:30:00,7.353,11.323,7.338,11.533
"6440",2022-08-02 18:45:00,7.382,11.336,7.348,11.536
"6441",2022-08-02 19:00:00,7.41,11.315,7.405,11.513
"6442",2022-08-02 19:15:00,7.439,11.304,7.414,11.516
"6443",2022-08-02 19:30:00,7.458,11.271,7.472,11.488
"6444",2022-08-02 19:45:00,7.487,11.255,7.481,11.467
"6445",2022-08-02 20:00:00,7.525,11.198,7.529,11.458
"6446",2022-08-02 20:15:00,7.572,11.174,7.577,11.418
"6447",2022-08-02 20:30:00,7.61,11.144,7.615,11.397
"6448",2022-08-02 20:45:00,7.649,11.121,7.643,11.364
"6449",2022-08-02 21:00:00,7.658,11.09,7.662,11.343
"6450",2022-08-02 21:15:00,7.687,11.07,7.662,11.329
"6451",2022-08-02 21:30:00,7.658,11.076,7.653,11.322
"6452",2022-08-02 21:45:00,7.649,11.072,7.634,11.342
"6453",2022-08-02 22:00:00,7.649,11.073,7.634,11.327
"6454",2022-08-02 22:15:00,7.61,11.073,7.605,11.336
"6455",2022-08-02 22:30:00,7.601,11.033,7.596,11.327
"6456",2022-08-02 22:45:00,7.601,11.062,7.586,11.329
"6457",2022-08-02 23:00:00,7.591,11.055,7.577,11.331
"6458",2022-08-02 23:15:00,7.563,11.069,7.548,11.346
"6459",2022-08-02 23:30:00,7.563,11.069,7.538,11.333
"6460",2022-08-02 23:45:00,7.544,11.063,7.529,11.356
"6461",2022-08-03 00:00:00,7.496,11.085,7.481,11.377
"6462",2022-08-03 00:15:00,7.477,11.105,7.462,11.376
"6463",2022-08-03 00:30:00,7.449,11.12,7.434,11.379
"6464",2022-08-03 00:45:00,7.429,11.128,7.414,11.384
"6465",2022-08-03 01:00:00,7.41,11.119,7.414,11.382
"6466",2022-08-03 01:15:00,7.401,11.114,7.386,11.405
"6467",2022-08-03 01:30:00,7.382,11.146,7.348,11.403
"6468",2022-08-03 01:45:00,7.363,11.13,7.348,11.405
"6469",2022-08-03 02:00:00,7.324,11.149,7.319,11.42
"6470",2022-08-03 02:15:00,7.305,11.153,7.252,11.443
"6471",2022-08-03 02:30:00,7.267,11.182,7.261,11.444
"6472",2022-08-03 02:45:00,7.248,11.179,7.223,11.429
"6473",2022-08-03 03:00:00,7.19,11.196,7.166,11.47
"6474",2022-08-03 03:15:00,7.162,11.198,7.137,11.479
"6475",2022-08-03 03:30:00,7.142,11.21,7.108,11.486
"6476",2022-08-03 03:45:00,7.123,11.207,7.098,11.488
"6477",2022-08-03 04:00:00,7.095,11.22,7.06,11.494
"6478",2022-08-03 04:15:00,7.066,11.242,7.031,11.528
"6479",2022-08-03 04:30:00,7.018,11.257,7.031,11.51
"6480",2022-08-03 04:45:00,7.008,11.254,6.983,11.513
"6481",2022-08-03 05:00:00,6.96,11.272,6.945,11.524
"6482",2022-08-03 05:15:00,6.941,11.273,6.925,11.544
"6483",2022-08-03 05:30:00,6.931,11.278,6.906,11.57
"6484",2022-08-03 05:45:00,6.883,11.307,6.867,11.593
"6485",2022-08-03 06:00:00,6.854,11.313,6.829,11.596
"6486",2022-08-03 06:15:00,6.835,11.335,6.829,11.601
"6487",2022-08-03 06:30:00,6.806,11.345,6.781,11.607
"6488",2022-08-03 06:45:00,6.738,11.38,6.781,11.614
"6489",2022-08-03 07:00:00,6.777,11.358,6.742,11.629
"6490",2022-08-03 07:15:00,6.748,11.393,6.723,11.645
"6491",2022-08-03 07:30:00,6.738,11.399,6.694,11.644
"6492",2022-08-03 07:45:00,6.7,11.428,6.694,11.667
"6493",2022-08-03 08:00:00,6.69,11.444,6.655,11.686
"6494",2022-08-03 08:15:00,6.68,11.467,6.664,11.688
"6495",2022-08-03 08:30:00,6.642,11.492,6.635,11.709
"6496",2022-08-03 08:45:00,6.642,11.506,6.645,11.711
"6497",2022-08-03 09:00:00,6.661,11.519,6.606,11.732
"6498",2022-08-03 09:15:00,6.671,11.545,6.635,11.745
"6499",2022-08-03 09:30:00,6.661,11.577,6.626,11.791
"6500",2022-08-03 09:45:00,6.68,11.585,6.645,11.781
"6501",2022-08-03 10:00:00,6.68,11.582,6.635,11.797
"6502",2022-08-03 10:15:00,6.68,11.603,6.645,11.799
"6503",2022-08-03 10:30:00,6.661,11.615,6.626,11.82
"6504",2022-08-03 10:45:00,6.651,11.628,6.616,11.834
"6505",2022-08-03 11:00:00,6.671,11.615,6.635,11.819
"6506",2022-08-03 11:15:00,6.671,11.617,6.635,11.816
"6507",2022-08-03 11:30:00,6.68,11.638,6.645,11.821
"6508",2022-08-03 11:45:00,6.7,11.629,6.664,11.838
"6509",2022-08-03 12:00:00,6.671,11.634,6.655,11.844
"6510",2022-08-03 12:15:00,6.719,11.603,6.674,11.817
"6511",2022-08-03 12:30:00,6.738,11.603,6.674,11.824
"6512",2022-08-03 12:45:00,6.796,11.577,6.752,11.798
"6513",2022-08-03 13:00:00,6.806,11.564,6.771,11.774
"6514",2022-08-03 13:15:00,6.873,11.559,6.819,11.762
"6515",2022-08-03 13:30:00,6.912,11.531,6.887,11.743
"6516",2022-08-03 13:45:00,6.989,11.497,6.945,11.72
"6517",2022-08-03 14:00:00,7.027,11.509,7.002,11.704
"6518",2022-08-03 14:15:00,7.066,11.509,7.002,11.706
"6519",2022-08-03 14:30:00,7.114,11.526,7.07,11.698
"6520",2022-08-03 14:45:00,7.142,11.53,7.127,11.694
"6521",2022-08-03 15:00:00,7.19,11.556,7.175,11.701
"6522",2022-08-03 15:15:00,7.296,11.521,7.242,11.706
"6523",2022-08-03 15:30:00,7.391,11.487,7.309,11.685
"6524",2022-08-03 15:45:00,7.41,11.449,7.386,11.665
"6525",2022-08-03 16:00:00,7.477,11.432,7.462,11.617
"6526",2022-08-03 16:15:00,7.563,11.42,7.538,11.596
"6527",2022-08-03 16:30:00,7.61,11.383,7.605,11.575
"6528",2022-08-03 16:45:00,7.677,11.344,7.662,11.554
"6529",2022-08-03 17:00:00,7.706,11.316,7.71,11.519
"6530",2022-08-03 17:15:00,7.791,11.297,7.738,11.503
"6531",2022-08-03 17:30:00,7.829,11.267,7.814,11.478
"6532",2022-08-03 17:45:00,7.876,11.231,7.871,11.434
"6533",2022-08-03 18:00:00,7.952,11.202,7.928,11.419
"6534",2022-08-03 18:15:00,8.027,11.186,8.032,11.376
"6535",2022-08-03 18:30:00,8.131,11.152,8.107,11.351
"6536",2022-08-03 18:45:00,8.207,11.084,8.192,11.324
"6537",2022-08-03 19:00:00,8.244,11.04,8.23,11.291
"6538",2022-08-03 19:15:00,8.31,11.007,8.315,11.239
"6539",2022-08-03 19:30:00,8.329,10.985,8.352,11.209
"6540",2022-08-03 19:45:00,8.376,10.938,8.371,11.18
"6541",2022-08-03 20:00:00,8.404,10.902,8.39,11.162
"6542",2022-08-03 20:15:00,8.423,10.892,8.427,11.124
"6543",2022-08-03 20:30:00,8.432,10.88,8.437,11.122
"6544",2022-08-03 20:45:00,8.47,10.873,8.484,11.096
"6545",2022-08-03 21:00:00,8.488,10.83,8.484,11.094
"6546",2022-08-03 21:15:00,8.488,10.836,8.502,11.088
"6547",2022-08-03 21:30:00,8.498,10.827,8.502,11.09
"6548",2022-08-03 21:45:00,8.535,10.809,8.521,11.07
"6549",2022-08-03 22:00:00,8.535,10.773,8.54,11.038
"6550",2022-08-03 22:15:00,8.526,10.765,8.549,11.03
"6551",2022-08-03 22:30:00,8.516,10.779,8.54,11.018
"6552",2022-08-03 22:45:00,8.507,10.775,8.54,11.031
"6553",2022-08-03 23:00:00,8.47,10.794,8.484,11.037
"6554",2022-08-03 23:15:00,8.442,10.785,8.465,11.049
"6555",2022-08-03 23:30:00,8.432,10.793,8.446,11.051
"6556",2022-08-03 23:45:00,8.385,10.783,8.38,11.057
"6557",2022-08-04 00:00:00,8.366,10.805,8.343,11.067
"6558",2022-08-04 00:15:00,8.291,10.818,8.305,11.09
"6559",2022-08-04 00:30:00,8.254,10.83,8.239,11.098
"6560",2022-08-04 00:45:00,8.216,10.84,8.202,11.114
"6561",2022-08-04 01:00:00,8.131,10.864,8.145,11.13
"6562",2022-08-04 01:15:00,8.084,10.877,8.07,11.145
"6563",2022-08-04 01:30:00,8.018,10.893,8.022,11.159
"6564",2022-08-04 01:45:00,7.961,10.908,7.956,11.178
"6565",2022-08-04 02:00:00,7.942,10.899,7.899,11.189
"6566",2022-08-04 02:15:00,7.838,10.926,7.852,11.204
"6567",2022-08-04 02:30:00,7.781,10.951,7.776,11.215
"6568",2022-08-04 02:45:00,7.715,10.969,7.71,11.249
